FUNCTION_ID,FUNCTION_NAME,FUNCTION_TYPE,GO_ID,GO_TYPE,UMLS_ID,UMLS_TYPE,PATHWAY_TYPE,REACTOME,PUBCHEM_PATHWAY_ID,PATHBANK,PANTHER,BIOCYC,WIKIPATHWAYS,SMPDB,PATHWAY_INTERACTION_DATABASE,KEGG,PLANT_REACTOME,PLANTCYC,PATHWAY_COMMON,PANTHER_PATHWAY,CHEMFONT,PHARMGKB,LIPID_MAPS,BIOCARTA,NETPATH
563,breeding,biological_process,,Unknown,C0006159,biological_process,Unknown,,,,,,,,,,,,,,,,,,
564,bronchoconstriction,biological_process,,Unknown,C0079043,biological_process,Unknown,,,,,,,,,,,,,,,,,,
565,bronchoconstrictor effect,biological_process,,Unknown,C3178738,biological_process,Unknown,,,,,,,,,,,,,,,,,,
566,bronchodilation,biological_process,,Unknown,C3537072,biological_process,Unknown,,,,,,,,,,,,,,,,,,
567,bronchodilator effect,biological_process,,Unknown,C3179385,biological_process,Unknown,,,,,,,,,,,,,,,,,,
568,broncholytic effect,biological_process,,Unknown,C3179384,biological_process,Unknown,,,,,,,,,,,,,,,,,,
569,bruton's tyrosine kinase inhibitors [moa],molecular_function,,Unknown,C5445068,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
570,budding,biological_process,,Unknown,,Unknown,biological_process,R-HSA-168302,12387,,,,,,,,,,,,,,,,
571,butyrate biosynthetic process,biological_process,GO:0046358,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
572,butyrophenones,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0202926,,,,
573,bystander effect,biological_process,,Unknown,C0949629,biological_process,Unknown,,,,,,,,,,,,,,,,,,
574,c-15t,molecular_function,,Unknown,C5214627,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
575,c-di-gmp signaling,biological_process,GO:0061939,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
576,c-met gene amplification,molecular_function,,Unknown,C1711106,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
577,c-myc translocation,molecular_function,,Unknown,C1511357,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
578,c-type lectin receptors,biological_process,,Unknown,,Unknown,biological_process,R-HSA-5621481,,,,,,,,,,,,,,,,,
579,c-x-c motif chemokine 12 receptor activity,molecular_function,GO:0038147,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
580,c2 domain binding,molecular_function,GO:0110036,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
581,c5a anaphylatoxin chemotactic receptor binding,molecular_function,GO:0031714,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
582,caax-protein geranylgeranyltransferase activity,molecular_function,GO:0004662,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
583,cadherin activity,molecular_function,GO:0008014,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
584,calcification,biological_process,GO:0031214| GO:0110148,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
585,calcineurin activity,molecular_function,GO:0004722| GO:0033192| GO:0004723,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
586,calcineurin inhibitors [moa],molecular_function,,Unknown,C2757068,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
587,calcineurin pathway,molecular_function,,Unknown,C1516142,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
588,calcineurin-mediated signaling,biological_process,GO:0097720,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
589,calcitonin gene-related peptide receptor activity,molecular_function,GO:0001635,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
590,calcitonin secretion,biological_process,GO:0036161,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
591,calcium binding,molecular_function,,Unknown,C1516144,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
592,calcium channel activity,molecular_function,GO:0005262,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
593,calcium channel agonists [moa],molecular_function,,Unknown,C2757045,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
594,calcium channel antagonists [moa],molecular_function,,Unknown,C2757014,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
595,calcium channel binding,molecular_function,,Unknown,C1516146,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
596,calcium channel inhibition,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0111117,,,,
597,calcium chelating activity [moa],molecular_function,,Unknown,C2266865,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
598,calcium homeostatic process,biological_process,,Unknown,C5702554,biological_process,Unknown,,,,,,,,,,,,,,,,,,
599,calcium import into the mitochondrion,biological_process,GO:0036444,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
600,calcium influx,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
601,calcium ion import,biological_process,GO:0002115| GO:0070509,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
602,calcium ion transport,biological_process,GO:0006816,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
603,calcium signaling pathway,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,hsa04020,,,,,,,,,
604,calcium sparks,biological_process,,Unknown,C2713359,biological_process,Unknown,,,,,,,,,,,,,,,,,,
605,calcium waves,biological_process,,Unknown,C0600430,biological_process,Unknown,,,,,,,,,,,,,,,,,,
606,calcium-activated cation channel activity,molecular_function,GO:0005227,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
607,calcium-dependent atpase activity,molecular_function,GO:0030899,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
608,calcium-dependent cysteine-type endopeptidase activity,molecular_function,GO:0004198,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
609,calcium-mediated signaling,biological_process,GO:0019722,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
610,calcium:sodium antiporter activity,molecular_function,GO:0005432,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
611,callus formation,biological_process,GO:1990110,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
612,calmodulin-dependent protein kinase activity,molecular_function,GO:0004683| GO:0005954,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
613,camp binding,molecular_function,GO:0030552,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
614,camp biosynthetic process,biological_process,GO:0006171,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
615,camp catabolic process,biological_process,GO:0006198,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
616,camp generation,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
617,camp metabolic process,biological_process,GO:0046058,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
618,camp response element binding,molecular_function,GO:0035497,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
619,camp response element binding protein binding,molecular_function,GO:0008140,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
620,camp signaling pathway,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,hsa04024,,,,,,,,,
621,camp-mediated signaling,biological_process,GO:0019933,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
622,cancer cell growth,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0111206,,,,
623,cancer complication,biological_process,,Unknown,C0596237,biological_process,Unknown,,,,,,,,,,,,,,,,,,
624,cancer progression,biological_process,,Unknown,C1947901,biological_process,Unknown,,,,,,,,,,,,,,,,,,
625,cannabinoid receptor activity,molecular_function,GO:0004949,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
626,cannabinoid receptor agonists [moa],molecular_function,,Unknown,C3537245,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
627,cannabinoid receptor antagonists [moa],molecular_function,,Unknown,C3537246,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
628,cannabinoid receptor binding,molecular_function,GO:0031717,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
629,canonical nf-kappab pathway,biological_process,,Unknown,,Unknown,biological_process,,40884,,,,,,nfkappabcanonicalpathway,,,,Pathway_66129844716ffd7bb3a3115003425092,,,,,,
630,canonical nf-kappab signal transduction,biological_process,GO:0007249,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
631,canonical nf-kb pathway,biological_process,,Unknown,,Unknown,biological_process,,1295541,,,,WP4562,,,,,,,,,,,,
632,canonical wnt signaling,biological_process,,Unknown,,Unknown,biological_process,,40206,,,,WP566,,,,,,,,,,,,
633,canonical wnt signaling pathway,biological_process,GO:0060070,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
634,cap formation (cell function),biological_process,,Unknown,C0302167,biological_process,Unknown,,,,,,,,,,,,,,,,,,
635,cap-dependent translation,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,Pathway_71ce393a4bb454b16dfe6a069899c15c,,,,,,
636,cap-dependent translation initiation,biological_process,,Unknown,,Unknown,biological_process,R-BTA-72737| R-HSA-72737,10241| 11864| 14213| 15070| 15542| 16263| 18098| 18445| 20355| 20854| 23429| 2780| 3969| 404| 56553| 6460| 6811| 7778| 809,,,,,,,,R-OSA-1112967,,,,,,,,
637,capillary permeability,biological_process,,Unknown,C0006906,biological_process,Unknown,,,,,,,,,,,,,,,,,,
638,carbamylation,molecular_function,,Unknown,C4704745,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
639,carbohydrate binding,molecular_function,GO:0030246,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
640,carbohydrate transport,biological_process,GO:0008643,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
641,carbon dioxide production,biological_process,,Unknown,C4068624,biological_process,Unknown,,,,,,,,,,,,,,,,,,
642,carbon monoxide binding,molecular_function,GO:0070025,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
643,carbon utilization,biological_process,GO:0015976,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
644,carbon-monoxide dehydrogenase (ferredoxin) activity,molecular_function,GO:0043885,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
645,carbon-monoxide oxygenase activity,molecular_function,GO:0008805,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
646,carbonate dehydratase activity,molecular_function,GO:0004089,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
647,carbonic anhydrase inhibitors [moa],molecular_function,,Unknown,C2757046,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
648,carboxylic acid biosynthetic process,biological_process,GO:0046394,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
649,carboxylic ester hydrolase activity,molecular_function,GO:0052689,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
650,carboxypeptidase g2 activity,molecular_function,GO:0009980,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
651,carcinogenesis,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0111221,,,,
652,cardiac conduction,biological_process,GO:0061337,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
653,cardiac function,biological_process,,Unknown,C0232164,biological_process,Unknown,,,,,,,,,,,,,,,,,,
654,cardiac hypertrophy,biological_process,,Unknown,C1383860,biological_process,Unknown,,,,,,,,,,,,,,,,,,
655,cardiac muscle cell differentiation,biological_process,GO:0055007,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
656,cardiac muscle cell proliferation,biological_process,GO:0060038,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
657,cardiolipin synthase activity,molecular_function,GO:0090483| GO:0008808| GO:0043337,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
658,cardiomyocyte,biological_process,,Unknown,,Unknown,biological_process,,40529,,,,,,Cardiomyocyte,,,,Pathway_eddad6634a8bfcf1bc0315a8798ef345,,,,,,
659,cardiovascular physiological phenomena,biological_process,,Unknown,C0007227,biological_process,Unknown,,,,,,,,,,,,,,,,,,
660,cargo receptor ligand activity,molecular_function,GO:0140355,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
661,carnitine o-acetyltransferase activity,molecular_function,GO:0004092,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
662,carnitine o-palmitoyltransferase activity,molecular_function,GO:0004095| GO:0004142,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
663,carnitine shuttle,biological_process,GO:0006853,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
664,carnitine transport,biological_process,GO:0015879| GO:1900749,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
665,carotenoid biosynthetic process,biological_process,GO:0016117,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
666,carrier mediated transport,biological_process,,Unknown,C0700215,biological_process,Unknown,,,,,,,,,,,,,,,,,,
667,cartilage destruction,biological_process,,Unknown,C4021973,biological_process,Unknown,,,,,,,,,,,,,,,,,,
668,cartilage development,biological_process,GO:0051216,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
669,cartilage homeostasis,biological_process,GO:1990079,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
670,caspase activation,biological_process,GO:0043280| GO:0097202| GO:0006919,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
671,caspase activity,molecular_function,GO:0097153| GO:0004197,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
672,caspase-1 activity,molecular_function,GO:0030693| GO:0004201,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
673,caspase-3 activity,molecular_function,GO:0030693,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
674,caspase-dependent apoptosis,biological_process,,Unknown,C1707312,biological_process,Unknown,,,,,,,,,,,,,,,,,,
675,catabolic process,biological_process,GO:0009056,biological_process,C1516314,biological_process,Unknown,,,,,,,,,,,,,,,,,,
676,catalase activity,biological_process|molecular_function,GO:0006802| GO:0004096,biological_process|molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
677,catalytic activity,molecular_function,GO:0003824,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
678,"catechol 2,3-dioxygenase activity",molecular_function,GO:0018577,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
679,catechol o-methyltransferase activity,molecular_function,GO:0016206,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
680,catechol o-methyltransferase inhibitors [moa],molecular_function,,Unknown,C2917201,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
681,catechol oxidase activity,molecular_function,GO:0004503| GO:0004097,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
682,catecholamine biosynthetic process,biological_process,GO:0042423,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
683,catecholamine secretion,biological_process,GO:0050432,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
684,catecholamine transport,biological_process,GO:0051937,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
685,catecholamine uptake,biological_process,GO:0090493,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
686,cathepsin b activity,molecular_function,GO:0004213,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
687,cathepsin c activity,molecular_function,GO:0004214,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
688,cathepsin d activity,molecular_function,,Unknown,C1150114,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
689,cathepsin g activity,molecular_function,GO:0004261,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
690,cathepsin h activity,molecular_function,GO:0004215,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
691,cathepsin k activity,molecular_function,GO:0004216,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
692,cathepsin l activity,molecular_function,,Unknown,C1150149,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
693,cathepsin s activity,molecular_function,,Unknown,C1150150,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
694,catheter related infection,biological_process,,Unknown,C0860239,biological_process,Unknown,,,,,,,,,,,,,,,,,,
695,cd154 receptor binding,molecular_function,GO:0042615,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
696,cd28 co-stimulation,biological_process,,Unknown,,Unknown,biological_process,R-DME-389356| R-HSA-389356,10415| 1238| 12591| 12942| 14956| 15637| 17121| 17586| 18236| 20010| 21099| 22591| 2635| 267| 3696| 6568| 7503| 7656,,,,,,,,,,,,,,,,
697,cd40 signaling pathway,biological_process,GO:0023035,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
698,cdk6 gene amplification,biological_process,,Unknown,C4329592,biological_process,Unknown,,,,,,,,,,,,,,,,,,
699,cdp reductase activity,molecular_function,GO:0051063,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
700,cell activation,biological_process,GO:0001775,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
701,cell adhesion,biological_process,GO:0007155,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
702,cell adhesion mediator activity,molecular_function,GO:0098631,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
703,cell adhesion molecule binding,molecular_function,GO:0050839,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
704,cell adhesion molecules,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0111113,,,,
705,cell aggregation,biological_process,GO:0098743,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
706,cell aging,biological_process,GO:0090399| GO:0090398,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
707,cell attachment,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
708,cell budding,biological_process,GO:0007114,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
709,cell chemotaxis,biological_process,GO:0060326,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
710,cell communication,biological_process,GO:0007154,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
711,cell competition,biological_process,,Unknown,C5392113,biological_process,Unknown,,,,,,,,,,,,,,,,,,
712,cell cycle,biological_process,GO:0007049,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
713,cell cycle arrest,biological_process,,Unknown,,Unknown,biological_process,,40465,,,,,,cell cycle arrest,,,,Pathway_b26a024a198ff55dff9b41a1b874a1a0,,,,,,
714,cell cycle checkpoint signaling,biological_process,GO:0000075,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
715,cell cycle checkpoints,biological_process,,Unknown,,Unknown,biological_process,R-GGA-69620| R-HSA-69620,1027| 11738| 12815| 14547| 15479| 16062| 18027| 18334| 19277| 21237| 22880| 2424| 4558| 5805| 703| 7180| 8229| 9634,,,,,,,,,,,,,,,,
716,cell cycle completion,biological_process,,Unknown,C1516330,biological_process,Unknown,,,,,,,,,,,,,,,,,,
717,cell cycle control,biological_process,GO:0051726| GO:0010564,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
718,cell cycle phase,biological_process,GO:0022403,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
719,cell cycle progression,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,Pathway_35bdcc802a4fd94ed3d8e0020f5e048d,,,,,,
720,cell death,biological_process,GO:0008219,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
721,cell degranulation,biological_process,,Unknown,C0007588,biological_process,Unknown,,,,,,,,,,,,,,,,,,
722,cell development,biological_process,GO:0048468,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
723,cell differentiation,biological_process,GO:0030154,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
724,cell division,biological_process,GO:0051301,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
725,cell electrophysiology,biological_process,,Unknown,C0678837,biological_process,Unknown,,,,,,,,,,,,,,,,,,
726,cell enlargement,biological_process,,Unknown,C1450027,biological_process,Unknown,,,,,,,,,,,,,,,,,,
727,cell fate,biological_process,,Unknown,C1540661,biological_process,Unknown,,,,,,,,,,,,,,,,,,
728,cell fate control,biological_process,,Unknown,C1326017,biological_process,Unknown,,,,,,,,,,,,,,,,,,
729,cell fate determination,biological_process,GO:0001709,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
730,cell fate specification,biological_process,GO:0001708,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
731,cell fusion,biological_process,GO:0045026| GO:0000747| GO:0140253| GO:0000768,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
732,cell growth,biological_process,GO:0016049,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
733,cell growth and differentiation,biological_process,,Unknown,C0678833,biological_process,Unknown,,,,,,,,,,,,,,,,,,
734,cell growth and proliferation,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,Pathway_a11f6681d2d67fe5ea841a7359994a3a,,,,,,
735,"cell growth mode switching, budding to filamentous",biological_process,GO:0036187,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
736,cell injury,biological_process,,Unknown,C0599732,biological_process,Unknown,,,,,,,,,,,,,,,,,,
737,cell invasion,biological_process,,Unknown,C2699153,biological_process,Unknown,,,,,,,,,,,,,,,,,,
738,cell killing,biological_process,GO:0001906,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
739,cell maintenance,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0111170,,,,
740,cell maturation,biological_process,GO:0048469,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
741,cell membrane alteration,biological_process,,Unknown,C0544958,biological_process,Unknown,,,,,,,,,,,,,,,,,,
742,cell membrane permeability,biological_process,,Unknown,C0007605,biological_process,Unknown,,,,,,,,,,,,,,,,,,
743,cell migration,biological_process,GO:0016477,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
744,cell mitosis,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,Pathway_baddaf9aff044306337cad46c5806932,,,,,,
745,cell mobility,biological_process,,Unknown,C1516353,biological_process,Unknown,,,,,,,,,,,,,,,,,,
746,cell morphogenesis,biological_process,GO:0000902,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
747,cell motility,biological_process,GO:0048870,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
748,cell movement,biological_process,GO:0006928| GO:0048870,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
749,cell physiology,biological_process,,Unknown,C0007613,biological_process,Unknown,,,,,,,,,,,,,,,,,,
750,cell plasticity,biological_process,,Unknown,C4042875,biological_process,Unknown,,,,,,,,,,,,,,,,,,
751,cell ploriferation,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
752,cell population proliferation,biological_process,GO:0008283,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
753,cell proliferation,biological_process,,Unknown,,Unknown,biological_process,,40468,,,,,,cell proliferation,,,,Pathway_0e12a037df7f8f0f006e32ec4debd90e,,,,,,
754,cell quiescence,biological_process,GO:0044838,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
755,cell recognition,biological_process,GO:0008037,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
756,cell recruitment,biological_process,,Unknown,,Unknown,biological_process,R-HSA-9664424,,,,,,,,,,,,,,,,,
757,cell respiration,biological_process,GO:0009060| GO:0045333,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
758,cell secretion,biological_process,GO:0046903| GO:0032940,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
759,cell signaling,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0111173,,,,
760,cell survival,biological_process,,Unknown,C0007620,biological_process,biological_process,,40817,,,,,,cell survival,,,,Pathway_b3e81b5dce598dd2ccbfc14ad576f1eb,,,,,,
761,cell transformation,biological_process,,Unknown,C1510411| C0040682,Unknown,Unknown,,,,,,,,,,,,,,,,,,
762,cell wall anabolism,biological_process,GO:0043164| GO:0009832| GO:0009273,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
763,cell wall biogenesis,biological_process,GO:0042546,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
764,cell wall organization,biological_process,GO:0071555,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
765,cell wall thickening,biological_process,GO:0052386,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
766,cell-cell adhesion,biological_process,GO:0098609,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
767,cell-mediated cytolysis,biological_process,,Unknown,C0301896,biological_process,Unknown,,,,,,,,,,,,,,,,,,
768,cell-mediated immunity [pe],biological_process,GO:0002456| GO:0002449,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
769,cellular activity,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
770,cellular catabolic process,biological_process,GO:0044248,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
771,cellular defense,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,Pathway_a9a3930f40daadeb6708bb18bc44672c,,,,,,
772,cellular homeostasis,biological_process,GO:0019725,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
773,cellular immune response,biological_process,GO:0002443| GO:0002456| GO:0002449,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
774,cellular immunity,biological_process,GO:0002449| GO:0002456,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
775,cellular infiltrate,biological_process,,Unknown,C1692321,biological_process,Unknown,,,,,,,,,,,,,,,,,,
776,cellular infiltration,biological_process,,Unknown,C1516369,biological_process,Unknown,,,,,,,,,,,,,,,,,,
777,cellular lipid metabolic process,biological_process,GO:0044255,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
778,cellular localization,biological_process,GO:0051641,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
779,cellular metabolic process,biological_process,GO:0044237,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
780,cellular process,biological_process,GO:0009987| GO:0042995,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
781,cellular processes,biological_process,,Unknown,,Unknown,biological_process,,56549,,,,,,,,R-OSA-2894886,,,,,,,,
782,cellular respiration,biological_process,GO:0045333,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
783,cellular response to nitric oxide,biological_process,GO:0071732| GO:0071731,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
784,cellular response to unfolded protein,biological_process,GO:0034620,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
785,cellular responses to stress,biological_process,,Unknown,,Unknown,biological_process,R-DME-2262752| R-HSA-2262752,10342| 11629| 13704| 14517| 15531| 16505| 17500| 18765| 18846| 1914| 21070| 22504| 2900| 3557| 5779| 6889| 779| 8211,,,,,,,,,,,,,,,,
786,cellular senescence,biological_process,GO:0090398,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
787,cellular stress,biological_process,,Unknown,C1516373,biological_process,Unknown,,,,,,,,,,,,,,,,,,
