FUNCTION_ID,FUNCTION_NAME,FUNCTION_TYPE,GO_ID,GO_TYPE,UMLS_ID,UMLS_TYPE,KEGG_ID
580,c2 domain binding,molecular_function,GO:0110036,molecular_function,,Unknown,
581,c5a anaphylatoxin chemotactic receptor binding,molecular_function,GO:0031714,molecular_function,,Unknown,
582,caax-protein geranylgeranyltransferase activity,molecular_function,GO:0004662,molecular_function,,Unknown,
583,cadherin activity,molecular_function,GO:0008014,molecular_function,,Unknown,
584,calcification,biological_process,GO:0031214| GO:0110148,biological_process,,Unknown,
585,calcineurin activity,molecular_function,GO:0004722| GO:0033192| GO:0004723,molecular_function,,Unknown,
586,calcineurin inhibitors [moa],molecular_function,,Unknown,C2757068,molecular_function,
587,calcineurin pathway,molecular_function,,Unknown,C1516142,molecular_function,
588,calcineurin-mediated signaling,biological_process,GO:0097720,biological_process,,Unknown,
589,calcitonin gene-related peptide receptor activity,molecular_function,GO:0001635,molecular_function,,Unknown,
590,calcitonin secretion,biological_process,GO:0036161,biological_process,,Unknown,
591,calcium binding,molecular_function,,Unknown,C1516144,molecular_function,
592,calcium channel activity,molecular_function,GO:0005262,molecular_function,,Unknown,
593,calcium channel agonists [moa],molecular_function,,Unknown,C2757045,molecular_function,
594,calcium channel antagonists [moa],molecular_function,,Unknown,C2757014,molecular_function,
595,calcium channel binding,molecular_function,,Unknown,C1516146,molecular_function,
597,calcium chelating activity [moa],molecular_function,,Unknown,C2266865,molecular_function,
598,calcium homeostatic process,biological_process,,Unknown,C5702554,biological_process,
599,calcium import into the mitochondrion,biological_process,GO:0036444,biological_process,,Unknown,
601,calcium ion import,biological_process,GO:0002115| GO:0070509,biological_process,,Unknown,
602,calcium ion transport,biological_process,GO:0006816,biological_process,,Unknown,
603,calcium signaling pathway,biological_process,,Unknown,,Unknown,hsa04020
604,calcium sparks,biological_process,,Unknown,C2713359,biological_process,
605,calcium waves,biological_process,,Unknown,C0600430,biological_process,
606,calcium-activated cation channel activity,molecular_function,GO:0005227,molecular_function,,Unknown,
607,calcium-dependent atpase activity,molecular_function,GO:0030899,molecular_function,,Unknown,
608,calcium-dependent cysteine-type endopeptidase activity,molecular_function,GO:0004198,molecular_function,,Unknown,
609,calcium-mediated signaling,biological_process,GO:0019722,biological_process,,Unknown,
610,calcium:sodium antiporter activity,molecular_function,GO:0005432,molecular_function,,Unknown,
611,callus formation,biological_process,GO:1990110,biological_process,,Unknown,
612,calmodulin-dependent protein kinase activity,molecular_function,GO:0004683| GO:0005954,molecular_function,,Unknown,
613,camp binding,molecular_function,GO:0030552,molecular_function,,Unknown,
614,camp biosynthetic process,biological_process,GO:0006171,biological_process,,Unknown,
615,camp catabolic process,biological_process,GO:0006198,biological_process,,Unknown,
617,camp metabolic process,biological_process,GO:0046058,biological_process,,Unknown,
618,camp response element binding,molecular_function,GO:0035497,molecular_function,,Unknown,
619,camp response element binding protein binding,molecular_function,GO:0008140,molecular_function,,Unknown,
620,camp signaling pathway,biological_process,,Unknown,,Unknown,hsa04024
621,camp-mediated signaling,biological_process,GO:0019933,biological_process,,Unknown,
623,cancer complication,biological_process,,Unknown,C0596237,biological_process,
624,cancer progression,biological_process,,Unknown,C1947901,biological_process,
625,cannabinoid receptor activity,molecular_function,GO:0004949,molecular_function,,Unknown,
626,cannabinoid receptor agonists [moa],molecular_function,,Unknown,C3537245,molecular_function,
627,cannabinoid receptor antagonists [moa],molecular_function,,Unknown,C3537246,molecular_function,
628,cannabinoid receptor binding,molecular_function,GO:0031717,molecular_function,,Unknown,
630,canonical nf-kappab signal transduction,biological_process,GO:0007249,biological_process,,Unknown,
633,canonical wnt signaling pathway,biological_process,GO:0060070,biological_process,,Unknown,
634,cap formation (cell function),biological_process,,Unknown,C0302167,biological_process,
637,capillary permeability,biological_process,,Unknown,C0006906,biological_process,
638,carbamylation,molecular_function,,Unknown,C4704745,molecular_function,
639,carbohydrate binding,molecular_function,GO:0030246,molecular_function,,Unknown,
640,carbohydrate transport,biological_process,GO:0008643,biological_process,,Unknown,
641,carbon dioxide production,biological_process,,Unknown,C4068624,biological_process,
642,carbon monoxide binding,molecular_function,GO:0070025,molecular_function,,Unknown,
643,carbon utilization,biological_process,GO:0015976,biological_process,,Unknown,
644,carbon-monoxide dehydrogenase (ferredoxin) activity,molecular_function,GO:0043885,molecular_function,,Unknown,
645,carbon-monoxide oxygenase activity,molecular_function,GO:0008805,molecular_function,,Unknown,
646,carbonate dehydratase activity,molecular_function,GO:0004089,molecular_function,,Unknown,
647,carbonic anhydrase inhibitors [moa],molecular_function,,Unknown,C2757046,molecular_function,
648,carboxylic acid biosynthetic process,biological_process,GO:0046394,biological_process,,Unknown,
649,carboxylic ester hydrolase activity,molecular_function,GO:0052689,molecular_function,,Unknown,
650,carboxypeptidase g2 activity,molecular_function,GO:0009980,molecular_function,,Unknown,
652,cardiac conduction,biological_process,GO:0061337,biological_process,,Unknown,
653,cardiac function,biological_process,,Unknown,C0232164,biological_process,
654,cardiac hypertrophy,biological_process,,Unknown,C1383860,biological_process,
655,cardiac muscle cell differentiation,biological_process,GO:0055007,biological_process,,Unknown,
656,cardiac muscle cell proliferation,biological_process,GO:0060038,biological_process,,Unknown,
657,cardiolipin synthase activity,molecular_function,GO:0090483| GO:0008808| GO:0043337,molecular_function,,Unknown,
659,cardiovascular physiological phenomena,biological_process,,Unknown,C0007227,biological_process,
660,cargo receptor ligand activity,molecular_function,GO:0140355,molecular_function,,Unknown,
661,carnitine o-acetyltransferase activity,molecular_function,GO:0004092,molecular_function,,Unknown,
662,carnitine o-palmitoyltransferase activity,molecular_function,GO:0004095| GO:0004142,molecular_function,,Unknown,
663,carnitine shuttle,biological_process,GO:0006853,biological_process,,Unknown,
664,carnitine transport,biological_process,GO:0015879| GO:1900749,biological_process,,Unknown,
665,carotenoid biosynthetic process,biological_process,GO:0016117,biological_process,,Unknown,
666,carrier mediated transport,biological_process,,Unknown,C0700215,biological_process,
667,cartilage destruction,biological_process,,Unknown,C4021973,biological_process,
668,cartilage development,biological_process,GO:0051216,biological_process,,Unknown,
669,cartilage homeostasis,biological_process,GO:1990079,biological_process,,Unknown,
670,caspase activation,biological_process,GO:0043280| GO:0097202| GO:0006919,biological_process,,Unknown,
671,caspase activity,molecular_function,GO:0097153| GO:0004197,molecular_function,,Unknown,
672,caspase-1 activity,molecular_function,GO:0030693| GO:0004201,molecular_function,,Unknown,
673,caspase-3 activity,molecular_function,GO:0030693,molecular_function,,Unknown,
674,caspase-dependent apoptosis,biological_process,,Unknown,C1707312,biological_process,
675,catabolic process,biological_process,GO:0009056,biological_process,C1516314,biological_process,
676,catalase activity,biological_process|molecular_function,GO:0006802| GO:0004096,biological_process|molecular_function,,Unknown,
677,catalytic activity,molecular_function,GO:0003824,molecular_function,,Unknown,
678,"catechol 2,3-dioxygenase activity",molecular_function,GO:0018577,molecular_function,,Unknown,
679,catechol o-methyltransferase activity,molecular_function,GO:0016206,molecular_function,,Unknown,
680,catechol o-methyltransferase inhibitors [moa],molecular_function,,Unknown,C2917201,molecular_function,
681,catechol oxidase activity,molecular_function,GO:0004503| GO:0004097,molecular_function,,Unknown,
682,catecholamine biosynthetic process,biological_process,GO:0042423,biological_process,,Unknown,
683,catecholamine secretion,biological_process,GO:0050432,biological_process,,Unknown,
684,catecholamine transport,biological_process,GO:0051937,biological_process,,Unknown,
685,catecholamine uptake,biological_process,GO:0090493,biological_process,,Unknown,
686,cathepsin b activity,molecular_function,GO:0004213,molecular_function,,Unknown,
687,cathepsin c activity,molecular_function,GO:0004214,molecular_function,,Unknown,
688,cathepsin d activity,molecular_function,,Unknown,C1150114,molecular_function,
689,cathepsin g activity,molecular_function,GO:0004261,molecular_function,,Unknown,
690,cathepsin h activity,molecular_function,GO:0004215,molecular_function,,Unknown,
691,cathepsin k activity,molecular_function,GO:0004216,molecular_function,,Unknown,
692,cathepsin l activity,molecular_function,,Unknown,C1150149,molecular_function,
693,cathepsin s activity,molecular_function,,Unknown,C1150150,molecular_function,
694,catheter related infection,biological_process,,Unknown,C0860239,biological_process,
695,cd154 receptor binding,molecular_function,GO:0042615,molecular_function,,Unknown,
697,cd40 signaling pathway,biological_process,GO:0023035,biological_process,,Unknown,
698,cdk6 gene amplification,biological_process,,Unknown,C4329592,biological_process,
699,cdp reductase activity,molecular_function,GO:0051063,molecular_function,,Unknown,
700,cell activation,biological_process,GO:0001775,biological_process,,Unknown,
701,cell adhesion,biological_process,GO:0007155,biological_process,,Unknown,
702,cell adhesion mediator activity,molecular_function,GO:0098631,molecular_function,,Unknown,
703,cell adhesion molecule binding,molecular_function,GO:0050839,molecular_function,,Unknown,
705,cell aggregation,biological_process,GO:0098743,biological_process,,Unknown,
706,cell aging,biological_process,GO:0090399| GO:0090398,biological_process,,Unknown,
708,cell budding,biological_process,GO:0007114,biological_process,,Unknown,
709,cell chemotaxis,biological_process,GO:0060326,biological_process,,Unknown,
710,cell communication,biological_process,GO:0007154,biological_process,,Unknown,
711,cell competition,biological_process,,Unknown,C5392113,biological_process,
712,cell cycle,biological_process,GO:0007049,biological_process,,Unknown,
714,cell cycle checkpoint signaling,biological_process,GO:0000075,biological_process,,Unknown,
716,cell cycle completion,biological_process,,Unknown,C1516330,biological_process,
717,cell cycle control,biological_process,GO:0051726| GO:0010564,biological_process,,Unknown,
718,cell cycle phase,biological_process,GO:0022403,biological_process,,Unknown,
720,cell death,biological_process,GO:0008219,biological_process,,Unknown,
721,cell degranulation,biological_process,,Unknown,C0007588,biological_process,
722,cell development,biological_process,GO:0048468,biological_process,,Unknown,
723,cell differentiation,biological_process,GO:0030154,biological_process,,Unknown,
724,cell division,biological_process,GO:0051301,biological_process,,Unknown,
725,cell electrophysiology,biological_process,,Unknown,C0678837,biological_process,
726,cell enlargement,biological_process,,Unknown,C1450027,biological_process,
727,cell fate,biological_process,,Unknown,C1540661,biological_process,
728,cell fate control,biological_process,,Unknown,C1326017,biological_process,
729,cell fate determination,biological_process,GO:0001709,biological_process,,Unknown,
730,cell fate specification,biological_process,GO:0001708,biological_process,,Unknown,
731,cell fusion,biological_process,GO:0045026| GO:0000747| GO:0140253| GO:0000768,biological_process,,Unknown,
732,cell growth,biological_process,GO:0016049,biological_process,,Unknown,
733,cell growth and differentiation,biological_process,,Unknown,C0678833,biological_process,
735,"cell growth mode switching, budding to filamentous",biological_process,GO:0036187,biological_process,,Unknown,
736,cell injury,biological_process,,Unknown,C0599732,biological_process,
737,cell invasion,biological_process,,Unknown,C2699153,biological_process,
738,cell killing,biological_process,GO:0001906,biological_process,,Unknown,
740,cell maturation,biological_process,GO:0048469,biological_process,,Unknown,
741,cell membrane alteration,biological_process,,Unknown,C0544958,biological_process,
742,cell membrane permeability,biological_process,,Unknown,C0007605,biological_process,
743,cell migration,biological_process,GO:0016477,biological_process,,Unknown,
745,cell mobility,biological_process,,Unknown,C1516353,biological_process,
746,cell morphogenesis,biological_process,GO:0000902,biological_process,,Unknown,
747,cell motility,biological_process,GO:0048870,biological_process,,Unknown,
748,cell movement,biological_process,GO:0006928| GO:0048870,biological_process,,Unknown,
749,cell physiology,biological_process,,Unknown,C0007613,biological_process,
750,cell plasticity,biological_process,,Unknown,C4042875,biological_process,
752,cell population proliferation,biological_process,GO:0008283,biological_process,,Unknown,
754,cell quiescence,biological_process,GO:0044838,biological_process,,Unknown,
755,cell recognition,biological_process,GO:0008037,biological_process,,Unknown,
757,cell respiration,biological_process,GO:0009060| GO:0045333,biological_process,,Unknown,
758,cell secretion,biological_process,GO:0046903| GO:0032940,biological_process,,Unknown,
760,cell survival,biological_process,,Unknown,C0007620,biological_process,
761,cell transformation,biological_process,,Unknown,C1510411| C0040682,Unknown,
762,cell wall anabolism,biological_process,GO:0043164| GO:0009832| GO:0009273,biological_process,,Unknown,
763,cell wall biogenesis,biological_process,GO:0042546,biological_process,,Unknown,
764,cell wall organization,biological_process,GO:0071555,biological_process,,Unknown,
765,cell wall thickening,biological_process,GO:0052386,biological_process,,Unknown,
766,cell-cell adhesion,biological_process,GO:0098609,biological_process,,Unknown,
767,cell-mediated cytolysis,biological_process,,Unknown,C0301896,biological_process,
768,cell-mediated immunity [pe],biological_process,GO:0002456| GO:0002449,biological_process,,Unknown,
770,cellular catabolic process,biological_process,GO:0044248,biological_process,,Unknown,
772,cellular homeostasis,biological_process,GO:0019725,biological_process,,Unknown,
773,cellular immune response,biological_process,GO:0002443| GO:0002456| GO:0002449,biological_process,,Unknown,
774,cellular immunity,biological_process,GO:0002449| GO:0002456,biological_process,,Unknown,
775,cellular infiltrate,biological_process,,Unknown,C1692321,biological_process,
776,cellular infiltration,biological_process,,Unknown,C1516369,biological_process,
777,cellular lipid metabolic process,biological_process,GO:0044255,biological_process,,Unknown,
778,cellular localization,biological_process,GO:0051641,biological_process,,Unknown,
779,cellular metabolic process,biological_process,GO:0044237,biological_process,,Unknown,
780,cellular process,biological_process,GO:0009987| GO:0042995,biological_process,,Unknown,
782,cellular respiration,biological_process,GO:0045333,biological_process,,Unknown,
783,cellular response to nitric oxide,biological_process,GO:0071732| GO:0071731,biological_process,,Unknown,
784,cellular response to unfolded protein,biological_process,GO:0034620,biological_process,,Unknown,
786,cellular senescence,biological_process,GO:0090398,biological_process,,Unknown,
787,cellular stress,biological_process,,Unknown,C1516373,biological_process,
788,cellular targeting,biological_process,,Unknown,C0599894,biological_process,
790,cellularization,biological_process,GO:0007349,biological_process,,Unknown,
791,cellulase activity,molecular_function,GO:0008810,molecular_function,,Unknown,
792,cellulose synthase (udp-forming) activity,molecular_function,GO:0016760,molecular_function,,Unknown,
793,cemento-osseous dysplasia,biological_process,,Unknown,C0457523,biological_process,
794,central nervous system depression [pe],biological_process,,Unknown,C2917137,biological_process,
795,central nervous system effects,biological_process,,Unknown,C0683212,biological_process,
796,centriole assembly,biological_process,GO:0098534,biological_process,,Unknown,
797,ceramidase activity,molecular_function,GO:0102121,molecular_function,,Unknown,
798,ceramide binding,molecular_function,GO:0097001,molecular_function,,Unknown,
799,ceramide biosynthetic process,biological_process,GO:0046513,biological_process,,Unknown,
800,ceramide transport,biological_process,GO:0035627,biological_process,,Unknown,
801,cerebral edema,biological_process,,Unknown,C0006114,biological_process,
802,cerebral ischemia,biological_process,,Unknown,C0917798,biological_process,
803,cerebrospinal fluid secretion,biological_process,GO:0033326,biological_process,,Unknown,
804,cerebrovascular circulation,biological_process,,Unknown,C0007818,biological_process,
805,cessation of life,biological_process,,Unknown,C0011065,biological_process,
806,cgmp biosynthetic process,biological_process,GO:0006182,Unknown,,Unknown,
807,cgmp-dependent protein kinase activity,molecular_function,GO:0004692,molecular_function,,Unknown,
809,channel activity,molecular_function,GO:0015267,molecular_function,,Unknown,
811,chaperone activity,biological_process|molecular_function,GO:0051131| GO:0044183| GO:0051082| GO:0006457| GO:0065003,biological_process|molecular_function,,Unknown,
812,chaperone-mediated autophagy,biological_process,GO:0061684,biological_process,,Unknown,
813,chelating activity,molecular_function,,Unknown,C3537131,molecular_function,
814,chelating activity [moa],molecular_function,,Unknown,C1527256,molecular_function,
818,chemical carcinogenesis,biological_process,,Unknown,,Unknown,hsa05204
819,chemical neurotransmission,biological_process,,Unknown,C0678905,biological_process,
820,chemically induced,biological_process,,Unknown,C0007994,biological_process,
821,chemoattractant activity,molecular_function,GO:0042056,molecular_function,,Unknown,
822,chemokine (c-c motif) ligand 11 production,biological_process,GO:0071954,biological_process,,Unknown,
823,chemokine (c-c motif) ligand 2 binding,molecular_function,GO:0035715,molecular_function,,Unknown,
824,chemokine (c-c motif) ligand 4 production,biological_process,GO:0071606,biological_process,,Unknown,
825,chemokine (c-c motif) ligand 5 binding,molecular_function,GO:0071791,molecular_function,,Unknown,
826,chemokine (c-c motif) ligand 5 production,biological_process,GO:0071609,biological_process,,Unknown,
827,chemokine (c-x-c motif) ligand 1 production,biological_process,GO:0072566,biological_process,,Unknown,
828,chemokine (c-x-c motif) ligand 2 production,biological_process,GO:0072567,biological_process,,Unknown,
829,chemokine (c-x-c motif) ligand 9 production,biological_process,GO:0035393,biological_process,,Unknown,
830,chemokine binding,molecular_function,GO:0019956,molecular_function,,Unknown,
831,chemokine production,biological_process,GO:0032602,biological_process,,Unknown,
832,chemokine receptor activity,molecular_function,GO:0004950,molecular_function,,Unknown,
833,chemosensitization,molecular_function,,Unknown,C0279023,molecular_function,
834,chemosis,biological_process,,Unknown,C0271298,biological_process,
835,chemotaxis,biological_process,GO:0006935| GO:0043577,biological_process,,Unknown,
836,chemotaxis induction,biological_process,,Unknown,C1516466,biological_process,
837,childbirth,biological_process,,Unknown,C1148523,biological_process,
838,chitin binding,molecular_function,GO:0008061,molecular_function,,Unknown,
839,chitin biosynthetic process,biological_process,GO:0006031,biological_process,,Unknown,
840,chitin synthase activity,molecular_function,GO:0004100,molecular_function,,Unknown,
841,chitinase activity,molecular_function,GO:0004568,molecular_function,,Unknown,
842,chloramphenicol o-acetyltransferase activity,molecular_function,GO:0008811,molecular_function,,Unknown,
843,chloride channel activators [moa],molecular_function,,Unknown,C2266942,molecular_function,
844,chloride channel activity,molecular_function,GO:0005254,molecular_function,,Unknown,
845,chloride transport,biological_process,GO:0006821,biological_process,,Unknown,
846,chlorophyll biosynthetic process,biological_process,GO:0015995,biological_process,,Unknown,
847,chlorophyll fluorescence,biological_process,GO:0090546,biological_process,,Unknown,
849,cholestanetriol 26-monooxygenase activity,molecular_function,GO:0047749,molecular_function,,Unknown,
851,cholesterol 24-hydroxylase activity,molecular_function,GO:0033781,molecular_function,,Unknown,
852,cholesterol 7-alpha-monooxygenase activity,molecular_function,GO:0008123,molecular_function,,Unknown,
853,cholesterol absorption,biological_process,,Unknown,C2945742,biological_process,
854,cholesterol binding,molecular_function,GO:0015485,molecular_function,,Unknown,
856,cholesterol biosynthetic process,biological_process,GO:0006695,biological_process,,Unknown,
857,cholesterol catabolic process,biological_process,GO:0006707,biological_process,,Unknown,
858,cholesterol efflux,biological_process,GO:0033344,biological_process,,Unknown,
859,cholesterol esterification,biological_process,GO:0034435,biological_process,,Unknown,
860,cholesterol homeostasis,biological_process,GO:0042632,biological_process,,Unknown,
861,cholesterol import,biological_process,GO:0070508,biological_process,,Unknown,
862,cholesterol metabolic process,biological_process,GO:0008203,biological_process,,Unknown,
863,cholesterol monooxygenase (side-chain-cleaving) activity,molecular_function,GO:0008386,molecular_function,,Unknown,
864,cholesterol o-acyltransferase activity,molecular_function,GO:0034736,molecular_function,,Unknown,
865,cholesterol storage,biological_process,GO:0010878,biological_process,,Unknown,
866,cholesterol synthesis inhibition,biological_process,,Unknown,C1516491,biological_process,
867,cholesterol transport,biological_process,GO:0030301,biological_process,,Unknown,
868,choline biosynthetic process,biological_process,GO:0042425,biological_process,,Unknown,
869,choline metabolic process,biological_process,GO:0019695,biological_process,,Unknown,
870,choline o-acetyltransferase activity,molecular_function,GO:0004102,molecular_function,,Unknown,
871,choline transport,biological_process,GO:0015871,biological_process,,Unknown,
872,cholinergic effect,biological_process,,Unknown,C3179175,biological_process,
873,cholinergic muscarinic agonists [moa],molecular_function,,Unknown,C2757026,molecular_function,
874,cholinesterase activity,molecular_function,GO:0004104,molecular_function,,Unknown,
875,cholinesterase inhibitors [moa],molecular_function,,Unknown,C2757012,molecular_function,
876,chorismate biosynthetic process,biological_process,GO:0009423,biological_process,,Unknown,
877,choroidal neovascularization,biological_process,,Unknown,C0600518,biological_process,
878,chromatin binding,molecular_function,GO:0003682,molecular_function,,Unknown,
879,chromatin remodeling,biological_process,GO:0006338,biological_process,,Unknown,
880,chromatin-protein adaptor activity,molecular_function,GO:0140463,molecular_function,,Unknown,
881,chromosomal duplication,biological_process,,Unknown,C1516516,biological_process,
882,chromosomal insertion,molecular_function,,Unknown,C1512796| C1516518,Unknown,
883,chromosomal instability,biological_process,,Unknown,C1257806,biological_process,
884,chromosomal mutation,biological_process,,Unknown,C0948447,biological_process,
885,chromosomal structural abnormalities,biological_process,,Unknown,C1515001,biological_process,
886,chromosome 12 ring,biological_process,,Unknown,C0795843,biological_process,
887,chromosome aberrations,biological_process,,Unknown,C0008625,biological_process,
888,chromosome breaks,biological_process,,Unknown,C0333704,biological_process,
889,chromosome condensation,biological_process,GO:0030261,biological_process,,Unknown,
890,chromosome inversion,biological_process,,Unknown,C0021943,biological_process,
891,chromosome segregation,biological_process,GO:0007059,biological_process,,Unknown,
892,chromosome stability,molecular_function,,Unknown,C1257826,molecular_function,
893,chronaxy,biological_process,,Unknown,C0008673,biological_process,
894,chronic inflammation,biological_process,,Unknown,C0021376,biological_process,
895,chronic inflammatory response,biological_process,GO:0002544,biological_process,,Unknown,
896,chronic myeloid leukemia,biological_process,,Unknown,,Unknown,hsa05220
897,chymase activity,molecular_function,GO:0030271,molecular_function,,Unknown,
898,chymosin activity,molecular_function,GO:0030602,molecular_function,,Unknown,
899,chymotrypsin activity,molecular_function,GO:0004263,molecular_function,,Unknown,
900,chymotrypsin inhibitor activity,molecular_function,,Unknown,C1152591,molecular_function,
901,cicatrix,biological_process,,Unknown,C2004491,biological_process,
902,cicatrization,biological_process,,Unknown,C0008767,biological_process,
903,cilium movement,biological_process,GO:0003341,biological_process,,Unknown,
904,circadian behavior,biological_process,GO:0048512,biological_process,,Unknown,
906,circadian rhythm,biological_process,GO:0007623,biological_process,,Unknown,
907,cis-regulatory region sequence-specific dna binding,molecular_function,GO:0000987,molecular_function,,Unknown,
908,cis-stilbene-oxide hydrolase activity,molecular_function,GO:0033961,molecular_function,,Unknown,
909,cis-trans isomerase activity,molecular_function,GO:0016859,molecular_function,,Unknown,
910,citrate (pro-3s)-lyase activity,molecular_function,GO:0008815,molecular_function,,Unknown,
911,citrate synthase activity,molecular_function,GO:0036440| GO:0004108,molecular_function,,Unknown,
912,citrate transport,biological_process,GO:0015746,biological_process,,Unknown,
913,citrullination,molecular_function,,Unknown,C4505351,molecular_function,
914,citrulline biosynthetic process,biological_process,GO:0019240,biological_process,,Unknown,
915,clastogenesis,biological_process,,Unknown,C0598308,biological_process,
916,clathrin-dependent endocytosis,biological_process,GO:0072583,biological_process,,Unknown,
918,cleavage of lamin involved in execution phase of apoptosis,biological_process,GO:0006922,biological_process,,Unknown,
919,clonal expansion,biological_process,,Unknown,C1516670,biological_process,
920,clot retraction,biological_process,,Unknown,C0368983,biological_process,
921,cmp biosynthetic process,biological_process,GO:0009224,biological_process,,Unknown,
923,co-methylating acetyl-coa synthase activity,molecular_function,GO:0043884| GO:0003987,molecular_function,,Unknown,
924,coa carboxylase activity,molecular_function,GO:0016421,molecular_function,,Unknown,
925,coagulation,biological_process,GO:0050817,biological_process,,Unknown,
926,cocaine binding,molecular_function,GO:0019811,molecular_function,,Unknown,
927,coenzyme a binding,molecular_function,GO:0120225,molecular_function,,Unknown,
928,coenzyme a biosynthetic process,biological_process,GO:0015937,biological_process,,Unknown,
930,cold acclimation,biological_process,GO:0009631,biological_process,,Unknown,
931,cold shock stress,biological_process,,Unknown,C4704948,biological_process,
932,cold-induced thermogenesis,biological_process,GO:0106106,biological_process,,Unknown,
933,collagen binding,molecular_function,GO:0005518,molecular_function,,Unknown,
934,collagen biosynthetic process,biological_process,GO:0032964,biological_process,,Unknown,
935,collagen catabolic process,biological_process,GO:0030574,biological_process,,Unknown,
936,collagen-activated tyrosine kinase receptor signaling pathway,biological_process,GO:0038063,biological_process,,Unknown,
937,collagenase activity,molecular_function,,Unknown,C1150174,molecular_function,
938,colon smooth muscle contraction,biological_process,GO:1990765,biological_process,,Unknown,
939,colorectal cancer,biological_process,,Unknown,,Unknown,hsa05210
941,compensation as a general biological function,biological_process,,Unknown,C0152058,biological_process,
943,complement activation,biological_process,GO:0006956,biological_process,,Unknown,
944,"complement activation, alternative pathway",biological_process,GO:0006957,biological_process,,Unknown,
945,complement inhibitors [moa],molecular_function,,Unknown,C2917210,molecular_function,
946,complement pathway,biological_process|molecular_function,,Unknown,C1305430,molecular_function,
947,"complement pathway, classical",molecular_function,,Unknown,C0009547,molecular_function,
949,complement-dependent cytotoxicity,biological_process,GO:0097278,biological_process,,Unknown,
950,complete hematologic response,biological_process,,Unknown,C4050175,biological_process,
951,complication,biological_process,,Unknown,C0009566,biological_process,
952,conception,biological_process,,Unknown,C0009637,biological_process,
953,conduction velocity,biological_process,,Unknown,C0234084,biological_process,
954,conformational change,molecular_function,,Unknown,C0301641,molecular_function,
955,congestion,biological_process,,Unknown,C0700148,biological_process,
956,conidium formation,biological_process,GO:0048315,biological_process,,Unknown,
957,conidium germination,biological_process,GO:0120164,biological_process,,Unknown,
958,conjugation,biological_process,,Unknown,C4759804,biological_process,
959,contact hypersensitivity,biological_process,,Unknown,C0162351,biological_process,
960,contact inhibition,biological_process,GO:0060242,biological_process,,Unknown,
961,contraction (finding),biological_process,,Unknown,C1140999,biological_process,
962,convulsant effect,biological_process,,Unknown,C3179492,biological_process,
963,copii-coated vesicle budding,biological_process,GO:0090114,biological_process,,Unknown,
964,copper chelating activity [moa],molecular_function,,Unknown,C2267179,molecular_function,
965,copper chelation,molecular_function,,Unknown,C1511517,molecular_function,
966,coproporphyrinogen oxidase activity,molecular_function,GO:0004109| GO:0051989,molecular_function,,Unknown,
967,corneal edema,biological_process,,Unknown,C0010037,biological_process,
968,corneal infiltration,biological_process,,Unknown,C0853336,biological_process,
969,corneal reflexes,biological_process,,Unknown,C0520451,biological_process,
970,corticotropin secretion,biological_process,GO:0051458,biological_process,,Unknown,
972,corticotropin-releasing hormone binding,molecular_function,GO:0051424,molecular_function,,Unknown,
973,corticotropin-releasing hormone receptor binding,molecular_function,GO:0051429,molecular_function,,Unknown,
974,cortisol biosynthetic process,biological_process,GO:0034651,biological_process,,Unknown,
975,cortisol secretion,biological_process,GO:0043400,biological_process,,Unknown,
976,coumarin biosynthetic process,biological_process,GO:0009805,biological_process,,Unknown,
977,covalent interaction,molecular_function,,Unknown,C1511539,molecular_function,
979,creatine kinase activity,molecular_function,GO:0004111,molecular_function,,Unknown,
980,creatine transmembrane transport,biological_process,GO:0015881,biological_process,,Unknown,
981,creatinine clearance,biological_process,,Unknown,C0812399,biological_process,
983,cross reactions,molecular_function,,Unknown,C0010357,molecular_function,
984,cross reactivity immunity,molecular_function,,Unknown,C0872139,molecular_function,
987,cross-presentation,biological_process,GO:0002480| GO:0002479| GO:0042590,biological_process,,Unknown,
989,cross-tolerance,biological_process,,Unknown,C0678304,biological_process,
990,crossbreeding,molecular_function,,Unknown,C0020202,molecular_function,
991,crotonyl-coa reductase activity,molecular_function,GO:0043880,molecular_function,,Unknown,
992,crypt abscess (morphologic abnormality),biological_process,,Unknown,C0333374,biological_process,
993,ctp biosynthetic process,biological_process,GO:0006241,biological_process,,Unknown,
994,cuticle development,biological_process,GO:0042335,biological_process,,Unknown,
995,cyanophycin synthetase activity,molecular_function,GO:0043860,molecular_function,,Unknown,
996,cyclase activity,molecular_function,GO:0009975,molecular_function,,Unknown,
997,cyclic nucleotide-gated mechanosensitive monoatomic ion channel activity,molecular_function,GO:0043854,molecular_function,,Unknown,
998,cyclic-nucleotide phosphodiesterase activity,molecular_function,GO:0004112,molecular_function,,Unknown,
999,cyclin-dependent protein kinase activating kinase activity,molecular_function,GO:0019912,molecular_function,,Unknown,
1000,cyclin-dependent protein kinase activity,molecular_function,GO:0004693| GO:0097472,molecular_function,,Unknown,
1001,cyclin-dependent protein serine/threonine kinase activity,molecular_function,GO:0004693,molecular_function,,Unknown,
1002,cyclin-dependent protein serine/threonine kinase inhibitor activity,molecular_function,GO:0004861,molecular_function,,Unknown,
1003,cyclin-dependent protein serine/threonine kinase regulator activity,molecular_function,GO:0016538,molecular_function,,Unknown,
1004,cyclooxygenase 2 inhibitors [moa],molecular_function,,Unknown,C2757001,molecular_function,
