ORGANISM_ID,ORGANISM_NAME,NCBI_TEXONOMY_ID
1503,Human rhinovirus A15,185894
1504,Human rhinovirus A22,185896
1505,Human rhinovirus A25,185898
1506,Human rhinovirus A30,185901
1507,Human rhinovirus A39,185907
1508,Human rhinovirus A41,185909
1509,Human rhinovirus A51,185912
1510,Human rhinovirus A59,185918
1511,Human rhinovirus A63,185921
1512,Human rhinovirus A67,185924
1513,Human rhinovirus B70,185926
1514,Human rhinovirus A71,185927
1515,Human rhinovirus A85,185937
1516,Human rhinovirus B86,185938
1517,Albifimbria verrucaria,1859699
1518,Wisteria brachybotrys,185975
1519,Paramyrothecium roridum,1859971
1520,Streptococcus pyogenes MGAS8232,186103
1521,Cossidae,186108
1522,Fomitopsis palustris,186125
1523,Bovicola ovis,186214
1524,Wardomyces anomalus,186366
1525,Pyrococcus furiosus DSM 3638,186497
1526,Actinoplanes,1865
1527,Physalospora,186525
1528,Ebolavirus,186536
1529,Marburgvirus,186537
1530,Zaire ebolavirus,186538
1531,Actinoplanes teichomyceticus,1867
1532,Plasmodium falciparum FcB1/Columbia,186763
1533,Fusarium reticulatum,186800
1534,Clostridia,186801
1535,Lachnospiraceae,186803
1536,Goatpox virus,186805
1537,Bacillaceae,186817
1538,Diplobatis ommata,1870830
1539,nan sha shen,187269
1540,Micromonospora,1873
1541,Pseudocercospora fijiensis,1873960
1542,Yersinia pestis KIM10+,187410
1543,Methanobacterium thermoautotrophicum str. Delta H,187420
1544,Gymnema inodorum,187497
1545,Marsdenia tenacissima,187505
1546,Micromonospora echinospora,1877
1547,Parvicirrus,187803
1548,Streptomyces,1883
1549,Lysidice <polychaete>,188454
1550,Cryptococcus gattii species complex,1884637
1551,kantan,188493
1552,Zingiber spectabile,188518
1553,Streptomyces albogriseolus,1887
1554,Streptomyces koyangensis,188770
1555,Streptomyces albus,1888
1556,Microchaete,188910
1557,Mycobacterium lacticola,188916
1558,Streptomyces antibioticus,1890
1559,Betapolyomavirus hominis,1891762
1560,Betapolyomavirus macacae,1891767
1561,Meloidogyne,189290
1562,Streptomyces atratus,1893
1563,Kitasatospora aureofaciens,1894
1564,Streptomyces avidinii,1895
1565,Chrysoperla carnea,189513
1566,Indicator,189528
1567,Tamarix nilotica,189799
1568,camel's foot,189976
1569,Streptomyces coelicolor,1902
1570,Ixeridium dentatum,190260
1571,Fusobacterium nucleatum subsp. nucleatum strain ATCC 25586,190304
1572,Aphylla,1904581
1573,Streptomyces exfoliatus,1905
1574,luo han guo,190515
1575,Dysidea,190526
1576,Streptomyces fradiae,1906
1577,Caulobacter crescentus CB15,190650
1578,Periploca sepium,190712
1579,Streptomyces globisporus,1908
1580,tickweed,190804
1581,Hexabranchus sanguineus,190924
1582,Phyllidia varicosa,190926
1583,Apiospora sinensis,190939
1584,Halorosellinia oceanica,190947
1585,Reticulidia fungia,190952
1586,Scleritoderma nodosum,1909725
1587,Stimpsonia chamaedryoides,191057
1588,Streptomyces sp. WXC19-1,1911
1589,Streptomyces hygroscopicus,1912
1590,Bacillus anthracis strain A2012,191218
1591,Cistus creticus,191224
1592,Hirtella,1912254
1593,Termitoidae,1912919
1594,Aphis fabae,191316
1595,red cotton bug,191328
1596,Stereum sanguinolentum,191435
1597,Eurhopalus australis,1915147
1598,Streptomyces lividans,1916
1599,Indoplanorbis exustus,191797
1600,Burkea africana,191880
1601,yellow nicker,191881
1602,Colvillea racemosa,191917
1603,Stuhlmannia moavi,191956
1604,climbing hempweed,192012
1605,Usnea articulata,192175
1606,Echinochloa crus-galli var. formosensis,192189
1607,Streptomyces plicatus,1922
1608,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,192222
1609,Streptomyces phaeochromatogenes,1923
1610,Myosotis arvensis,192338
1611,Neglectibacter,1924105
1612,potato tuberworm,192464
1613,Aspergillus porosus,1924929
1614,Major,1925465
1615,Ipa,1926247
1616,Streptomyces rochei,1928
1617,Chaetomium nigricolor,192817
1618,Streptomyces scabiei,1930
1619,Linaria,1930290
1620,Streptomyces sp.,1931
1621,Aigialus parvus,193128
1622,kapoktree,193163
1623,Streptomyces tendae,1932
1624,Watersipora subtorquata,193294
1625,Hypomyces subiculosus,193393
1626,Streptomyces thermovulgaris,1934
1627,Amesia nigricolor,1934353
1628,Streptomyces aureus,193461
1629,Streptomyces violaceoruber,1935
1630,Neoseiulus cucumeris,193551
1631,Streptomyces viridochromogenes,1938
1632,Campylobacter,194
1633,Arion subfuscus,194188
1634,breadfruit,194251
1635,Maclura cochinchinensis,194324
1636,Pleione yunnanensis,194513
1637,Campylobacter coli,195
1638,Streptomyces peucetius,1950
1639,Clostridium perfringens 13,195102
1640,Fusarium falciforme,195108
1641,Veronica polita,195136
1642,Rappaport,1955421
1643,Streptomyces diastaticus,1956
1644,Valencia,195854
1645,small brown planthopper,195883
1646,Actinoalloteichus caeruleus,195949
1647,Campylobacter fetus,196
1648,Taiwanofungus camphoratus,196114
1649,Naja mossambica,196380
1650,Malayotyphlops ruber,196476
1651,Callithrix,1965096
1652,Staphylococcus aureus subsp. aureus MW2,196620
1653,Corynebacterium glutamicum ATCC 13032,196627
1654,Desmanthus illinoensis,196648
1655,Dichrostachys cinerea,196665
1656,Dysidea avara,196820
1657,Streptomyces chartreusis,1969
1658,Operculina <Foraminiferida>,196918
1659,Campylobacter jejuni,197
1660,Leucetta microraphis,197028
1661,Streptomyces noursei,1971
1662,bu za ye,197124
1663,Cylas formicarius,197179
1664,Laurencia brongniartii,197325
1665,Laurencia catarinensis,197326
1666,Laurencia intricata,197329
1667,Cyclocybe aegerita,1973307
1668,Blaps,197343
1669,Streptococcus pasteurianus,197614
1670,Emaravirus fici,1980427
1671,Orthohantavirus hantanense,1980471
1672,Orthonairovirus haemorrhagiae,1980519
1673,American serpentine leafminer,198433
1674,Streptococcus pyogenes MGAS315,198466
1675,Phyllosticta cirsii,1986016
1676,Disporum viridescens,198699
1677,Talaromyces verruculosus,198730
1678,sour mangosteen,198766
1679,Harungana madagascariensis,198768
1680,Actinomadura,1988
1681,Iris sanguinea,198824
1682,Iris tenuifolia,198827
1683,Actinomadura sp.,1989
1684,Campylobacter concisus,199
1685,Coccidioides posadasii,199306
1686,Escherichia coli strain CFT073,199310
1687,Chinese-ginger,199623
1688,sha ren,199627
1689,Curcuma comosa,199633
1690,Kaempferia pulchra,199647
1691,Renealmia alpinia,199658
1692,Bacteria,2
1693,Streptosporangium,2000
1694,Stypopodium zonale,200428
1695,Sophora alopecuroides,200492
1696,broadleaf signalgrass,200625
1697,Xanthogaleruca luteola,200915
1698,Acanthoscelides obtectus,200917
1699,Bocks-Hauhechel,200952
1700,langsat,201017
1701,Actinobacteria,201174
1702,Penicillium brocae,201291
1703,Nocardiopsis,2013
1704,Nocardiopsis dassonvillei,2014
1705,Streptoalloteichus hindustanus,2017
1706,Car,201850
1707,Aplidium,201956
1708,Didemnum candidum,201962
1709,red sea-squirt,201963
1710,large pine weevil,201999
1711,ivyleaf speedwell,202477
1712,Trichoderma erinaceum,202914
1713,Trichoderma velutinum,202918
1714,Acinetobacter baylyi,202950
1715,Hylotelephium erythrostictum,202969
1716,Veratrum grandiflorum,203092
1717,Veratrum nigrum,203100
1718,Onychocola sclerotica,203146
1719,Nes,203327
1720,Curtobacterium flaccumfaciens,2035
1721,Sisymbrium officinale,203582
1722,Actinomycetales,2037
1723,Kochiana,2038624
1724,Basilicum polystachyon,204108
1725,Hyptis brevipes,204123
1726,Isodon pharicus,204134
1727,Isodon ternifolius,204136
1728,Ocimum tenuiflorum,204149
1729,Astragalus lentiginosus,20416
1730,Plectranthus amboinicus,204180
1731,Plectranthus cylindraceus,204214
1732,Pterogorgia citrina,204322
1733,Eunicea knighti,204324
1734,Eunicea fusca,204327
1735,Plexaurella grisea,204333
1736,Ibicella lutea,204345
1737,Pseudopterogorgia,204376
1738,Antillogorgia elisabethae,204377
1739,Pseudopterogorgia bipinnata,204379
1740,Antillogorgia acerosa,204390
1741,Pimelobacter simplex,2045
1742,Brucella suis 1330,204722
1743,Asterospicularia,205091
1744,Cladiella,205093
1745,Lobophytum,205095
1746,Lobophytum pauciflorum,205096
1747,Sarcophyton trocheliophorum,205097
1748,Mobiluncus curtisii,2051
1749,Mobiluncus mulieris,2052
1750,Globisporangium ultimum,2052682
1751,Gordonia,2053
1752,Tripterygium hypoglaucum,205465
1753,Ebola virus sp.,205488
1754,kumba,205524
1755,Cylinder,2056773
1756,Forsythia viridissima,205691
1757,Disco,2056986
1758,Pseudeurotium bakeri,205925
1759,Mene,206144
1760,Sandfly fever Naples virus,206160
1761,Sesbania drummondii,206308
1762,Klyxum,206345
1763,Klyxum simplex,206346
1764,Hymenaea courbaril,20676
1765,Protodendron repens,2069431
1766,Escovopsis sp.,2070380
1767,Saccharothrix,2071
1768,Chiron,207382
1769,Desulfovibrio alaskensis strain G20,207559
1770,Drosophila levii,207655
1771,Remotididymella,2078546
1772,Moorea bouillonii,207920
1773,Lyngbya confervoides,207921
1774,Lyngbya polychroa,207922
1775,Lyngbya semiplena,207923
1776,Symploca hydnoides,207924
1777,Monosporium,2081241
1778,Puccinia allii,208347
1779,wheat leaf rust,208348
1780,[Clostridium] bolteae,208479
1781,Pseudomonas aeruginosa PAO1,208964
1782,Helicobacter,209
1783,Mycoplasma,2093
1784,Aspergillus alliaceus,209559
1785,Lobaria orientalis,209568
1786,Mycoplasma gallisepticum,2096
1787,Mycoplasma genitalium,2097
1788,Mycoplasma hominis,2098
1789,Liposcelis paeta,209927
1790,Lepinotus reticulatus,209981
1791,Helicobacter pylori,210
1792,Streptococcus mutans UA159,210007
1793,Maclura tricuspidata,210328
1794,Euscaphis japonica,210332
1795,Picrasma quassioides,210334
1796,Brucea javanica,210348
1797,Symplocos setchuensis,210366
1798,Tribulus terrestris,210369
1799,Aquilaria sinensis,210372
1800,batoko plum,210376
1801,Hypericum ascyron,210378
1802,Mycoplasma pneumoniae,2104
1803,Lactarius,210571
1804,Striatella,210617
1805,Wollastonia,2109277
1806,Discula,2109287
1807,Digitaria adscendens,2109293
1808,Influenza A virus (A/Puerto Rico/8/1934(H1N1)),211044
1809,Cyanthillium cinereum,211151
1810,Mycoplasma fermentans,2115
1811,Acanthamoeba quina,211522
1812,Clusia paralicola,211713
1813,Sabia,211740
1814,Serratia marcescens subsp. marcescens,211759
1815,Berberis koreana,211974
1816,Garcinia subelliptica,212238
1817,Hypericum patulum,212239
1818,Galphimia glauca,212252
1819,Codiaeum peltatum,212292
1820,Croton insularis,212293
1821,Mycoplasma putrefaciens,2123
1822,Euphorbia humifusa,212301
1823,Tripos,2126447
1824,Clostridium tetani E88,212717
1825,Conyza sumatrensis,212787
1826,Sulfurihydrogenibium,212790
1827,Ureaplasma,2129
1828,Euphorbia heterophylla,212910
1829,Euphorbia lathyris,212925
1830,Euphorbia laurifolia,212926
1831,Spiroplasma,2132
1832,Lysimachia heterogenea,213271
1833,Spiroplasma citri,2133
1834,Ardisia gigantifolia,213405
1835,Spiroplasma monobiae,2136
1836,Spiroplasma apis,2137
1837,Staphylea pinnata,213841
1838,Viola tricolor,214053
1839,Yersinia pestis strain CO92,214092
1840,Pero,214303
1841,Leishmania garnhami,214612
1842,Cryptococcus neoformans var. neoformans strain JEC21,214684
1843,Cavendish banana,214697
1844,Acholeplasma laidlawii,2148
1845,Papaver pseudo-orientale,215228
1846,Exophiala oligosperma,215243
1847,Brama,215351
1848,zebra fish,215408
1849,tropical soda-apple,215581
1850,Centaurea maculosa,215693
1851,Galenia africana,215966
1852,Methanobacterium,2160
1853,Issatchenkia hanoiensis,216065
1854,Streptococcus agalactiae serogroup V,216466
1855,Burkholderia cenocepacia str. J2315,216591
1856,Bifidobacterium longum,216816
1857,Spiroplasma floricola,216937
1858,Onyong-nyong virus,2169701
1859,Mammarenavirus juninense,2169991
1860,Mammarenavirus caliense,2169993
1861,Acridocarpus orientalis,217128
1862,Paxillus curtisii,217300
1863,crucian carp,217509
1864,grassy rockgoldenrod,217597
1865,Dialister invisus,218538
1866,Pestalotiopsis theae,218556
1867,Cordyceps cicadae,218633
1868,Methanocaldococcus jannaschii,2190
1869,Oxypetalum strictum,219268
1870,Shewanella,22
1871,Clathria,2200920
1872,Plumbago,2201679
1873,Salmonella enterica subsp. enterica serovar Typhi CT18,220341
1874,Leptosphaeria biglobosa,220672
1875,Methanosarcina,2207
1876,Eugongylus rufescens,220764
1877,Methanosarcina thermophila,2210
1878,Amphimallon,221091
1879,Amphimallon majalis,221092
1880,Limimaricola,2211638
1881,Stigonema,221292
1882,Westiellopsis prolifica,221298
1883,Holothuria nobilis,221420
1884,Polytolypa hystricis,221428
1885,Filaria,221949
1886,Cymopolia barbata,222010
1887,Cortinarius subtortus,222051
1888,Peregrinus,222431
1889,Peregrinus maidis,222432
1890,littleseed canarygrass,222563
1891,Mycobacterium chimaera,222805
1892,Citharexylum spinosum,222865
1893,Orobanche crenata,223102
1894,Akanthomyces muscarius,2231603
1895,Togninia minima,223192
1896,Parauronema longum,223573
1897,yomogi,223870
1898,Lipaphis erysimi,223995
1899,Murine norovirus 1,223997
1900,Daphne gnidium,224034
1901,emerald ash borer,224129
1902,Bacillus subtilis subsp. subtilis str. 168,224308
1903,Aquifex aeolicus VF5,224324
1904,Borrelia burgdorferi B31,224326
1905,Shiraia bambusicola,224420
1906,Aurapex penicillata,224451
1907,Ambavia gerrardii,224845
1908,Knema laurina,224862
1909,Leishmania orientalis,2249476
1910,Karenia mikimotoi,225107
1911,Carpophilus,225191
1912,Perforatella incarnata,225471
1913,Gnetum latifolium,225592
1914,Cestrum nocturnum,225615
1915,Annickia kummeriae,225831
1916,Alteromonas,226
1917,Pyrococcus,2260
1918,Pyrococcus furiosus,2261
1919,Enterococcus faecalis str. V583,226185
1920,dan shen,226208
1921,Hedyosmum orientale,226581
1922,zakuro,22663
1923,complex-toothed flying squirrel,226819
1924,Morus lhou,226896
1925,Bacillus cereus ATCC 14579,226900
1926,Pithomyces,227062
1927,Typhonium giganteum,227256
1928,Aspergillus nidulans FGSC A4,227321
1929,Indian nightshade,227722
1930,Cercospora sojina,227735
1931,SARS coronavirus,227859
1932,SARS coronavirus Tor2,227984
1933,Pseudoalteromonas haloplanktis,228
1934,Myosoton aquaticum,228244
1935,Ceylon blue glassy tiger,228300
1936,SARS coronavirus Urbani,228330
1937,Tephrosia purpurea,228354
1938,Streptacidiphilus,228398
1939,Sulfolobus,2284
1940,Prevotella salivae,228604
1941,Krameria lappacea,228636
1942,Holopus,228696
1943,Sulfolobus solfataricus,2287
1944,Tylophora ovata,228704
1945,Cynanchum wilfordii,228709
1946,Tylophora tanakae,228715
1947,Vincetoxicum pycnostelma,228726
1948,Proteus sp.,229037
1949,yellow boxfish,229058
1950,Amyris,2290857
1951,Indian-hemp,229543
1952,Streptococcus minor,229549
1953,Stoechospermum marginatum,2301667
1954,Fatsia polycarpa,230586
1955,Misumenops,231350
1956,Puccinia asparagi,231640
1957,Clematis tashiroi,231662
1958,Garcinia hanburyi,231906
1959,Garcinia schomburgkiana,231908
1960,Pythium debaryanum,231958
1961,Alteromonas sp.,232
1962,Rubus,23216
1963,Greyia radlkoferi,23282
1964,Culex pipiens molestus,233155
1965,Bacillus sp. PS3,2334
1966,Haemophilus ducreyi 35000HP,233412
1967,Thermotoga maritima,2336
1968,Diploknema butyracea,233684
1969,Mariannaea camptospora,233850
1970,Scutellaria lateriflora,233893
1971,Flos,233962
1972,Laetisaria fuciformis,234799
1973,Brucella abortus,235
1974,Alphonsea javanica,235712
1975,Meiogyne cylindrocarpa,235742
1976,Orophea enneandra,235778
1977,Hubera cerasoides,235797
1978,Monoon longifolium,235806
1979,Parmotrema tinctorum,235862
1980,Leptocorisa acuta,236728
1981,Flavobacterium,237
1982,Aaptos,237077
1983,Aaptos suberitoides,237078
1984,Spheciospongia,237082
1985,Axinella verrucosa,237119
1986,Stylissa,237127
1987,Stylissa flabelliformis,237128
1988,Myrmekioderma,237137
1989,Acanthostrongylophora ingens,237153
1990,Candida albicans SC5314,237561
1991,Teratosphaeria,237584
1992,Ustilago maydis 521,237631
1993,Cryptosporidium hominis,237895
1994,gomo-ju,237958
1995,Elizabethkingia meningoseptica,238
1996,stinking sumac,23810
1997,Yunnanensis,2382309
1998,Kadsura polysperma,238548
1999,Schisandra lancifolia,238549
2000,Doras,238594
2001,Iso,238707
2002,Rotylenchulus reniformis,239373
2003,Petromarula pinnata,239464
2004,Carolinensis,239491
2005,Tsukamurella pseudospumae,239498
2006,Dryopteris wallichiana,239607
2007,Euphorbia kansui,239687
2008,Alistipes,239759
2009,Shewanella putrefaciens,24
2010,Schizothrix,240294
2011,Neofusicoccum australe,240362
2012,Urochloa decumbens,240449
2013,Calcarisporium arbuscula,240499
2014,Candida africana,241526
2015,Xylocarpus granatum,241841
2016,bloodwood,241870
2017,Gloydius blomhoffii,242054
2018,Fer,2420712
2019,Magnaporthe oryzae 70-15,242507
2020,Rumex bucephalophorus,242533
2021,Alcaligenaceae bacterium FB188,242601
2022,Prevotella bergensis,242750
2023,Pochonia,243023
2024,Burkholderia mallei ATCC 23344,243160
2025,Deinococcus radiodurans str. R1,243230
2026,Photorhabdus luminescens subsp. laumondii str. TTO1,243265
2027,Thermotoga maritima strain MSB8,243274
2028,Vibrio cholerae serotype O1 biotype El Tor strain N16961,243277
2029,Klebsiella variicola,244366
2030,Mino,245039
2031,Oenanthe,245059
2032,Stemphylium globuliferum,245170
2033,Cis,245896
2034,Mycobacterium smegmatis 'MC2 155',246196
2035,Myxococcus xanthus DK 1622,246197
2036,Staphylococcus equorum,246432
2037,Hebeloma monticola,246631
2038,Trichoderma brevicompactum,247546
2039,Anagrus nilaparvatae,2479706
2040,Apolygus lucorum,248454
2041,Dalea filiciformis,248502
2042,Dalea purpurea,248511
2043,Psorothamnus arborescens,248527
2044,Ceratostema lanigerum,249288
2045,Serpula <polychaete>,249367
2046,Sporisorium formosanum,249473
2047,obscure mealybug,249563
2048,Streptomyces cacaoi subsp. asoensis,249586
2049,Anonymus,2496901
2050,Roche,2506334
2051,Fritillaria,2507559
2052,Asimina longifolia,251264
2053,Junceella juncea,252316
2054,alhandal,252529
2055,Tambja ceutae,252560
2056,Micropterus salmoides rhabdovirus,2527734
2057,Trichosporon mycotoxinovorans,252803
2058,Hexagonia apiaria,252826
2059,Rotunda,2528346
2060,Phorbas,252957
2061,Plakortis simplex,252963
2062,Spongia officinalis,252964
2063,Chryseobacterium indologenes,253
2064,Aaptos aaptos,253165
2065,Stelletta,253167
2066,Darwinella,253178
2067,Clavariopsis aquatica,253306
2068,Epimedium sagittatum,253616
2069,Epimedium brevicornu,253618
2070,thyme-leaf sandwort,254029
2071,Oenanthe fistulosa,254046
2072,Fonsecaea monophora,254056
2073,Autographa nigrisigna,254368
2074,Monilia,254394
2075,Monilinia mali,254396
2076,Bacillus fortis,254758
2077,Ascobolus stercorarius,255055
2078,Apiospora montagnei,255776
2079,Dichotomomyces cejpii,255781
2080,Streptomyces aizunensis,255848
2081,Elatine triandra,256093
2082,Amentotaxus argotaenia,25625
2083,Taxus baccata,25629
2084,Latrodectus hesperus,256737
2085,Strongyloidea,2572558
2086,Lepidolaena clavigera,257378
2087,Ptilonia australasica,257542
2088,Lanceolata,2576003
2089,European barberry,258209
2090,Sagittaria pygmaea,258217
2091,Thermothielavioides terrestris,2587410
2092,Mops,258862
2093,Salicornia herbacea,259302
2094,Penaeus monodon nucleopolyhedrovirus,259389
2095,Philinopsis,259619
2096,Artemisia argyi,259893
2097,Myrciaria vexator,260137
2098,Syzygium samarangense,260143
2099,Pandanus amaryllifolius,260201
2100,Spongia hispida,2604253
2101,Asparagopsis taxiformis,260499
2102,Argentina,260511
2103,Lycopus europaeus,260603
2104,Orthosiphon stamineus,260636
2105,watermelon,260674
2106,cerejeira-do-Taiti,260718
2107,Cystodytes,260823
2108,Cystodytes dellechiajei,260824
2109,Porzana carolina,261200
2110,Paracercion sieboldii,261233
2111,Intestinibacter bartlettii,261299
2112,Omicron,2613138
2113,Plagiochila fruticosa,261373
2114,Laeta,2614789
2115,Bacillus anthracis str. 'Ames Ancestor',261594
2116,Scorzonera austriaca,261619
2117,Eurypon,261679
2118,Podospora decipiens,261697
2119,Helichrysum arenarium,261776
2120,curry plant,261786
2121,Pinus clausa,261911
2122,Francisella,262
2123,Rodgersia podophylla,262050
2124,Measles virus genotype A,262307
2125,Solidago shortii,262317
2126,Scaphechinus mirabilis,262334
2127,Actinocyclus <sea slug>,262595
2128,Thermus thermophilus strain HB27,262724
2129,Ligularia nelumbifolia,262732
2130,Chinese arbutus,262757
2131,Alisma orientale,262913
2132,Francisella tularensis,263
2133,Chelator,263156
2134,Onchocerca lienalis,263205
2135,Melipona scutellaris,263364
2136,Bacopa monnieri,263974
2137,Francisella tularensis subsp. novicida,264
2138,Boletopsis grisea,264080
2139,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,264203
2140,Pedipes mirabilis,264270
2141,Ipomoea stans,264538
2142,Trichormus,264688
2143,Trichormus variabilis,264691
2144,Byssochlamys spectabilis,264951
2145,Pergularia tomentosa,264979
2146,Prosopis farcta,264982
2147,Paracoccus <bacteria>,265
2148,Preussia <ascomycete fungus>,265084
2149,Ena,265226
2150,Contarinia nasturtii,265458
2151,Astraeus pteridis,265492
2152,Catalpa macrocarpa,265494
2153,Chinese catalpa,265497
2154,Listeria monocytogenes serotype 4b strain F2365,265669
2155,Photobacterium halotolerans,265726
2156,Eleutherococcus gracilistylus,265764
2157,Artemisia capillaris,265783
2158,Atractylodes macrocephala,265785
2159,Angelica japonica,265806
2160,Ectromelia virus Moscow,265874
2161,Siphoptychium casparyi,2659272
2162,Paracoccus denitrificans,266
2163,Morinda parvifolia,266089
2164,Cupriavidus metallidurans str. CH34,266264
2165,Nemo,2663106
2166,Prosthemadera novaeseelandiae,266374
2167,Raspalia virgata,266493
2168,Penicillium multicolor,266794
2169,Influenza A virus (A/Thailand/1(KAN-1)/2004(H5N1)),266827
2170,Paracoccus sp.,267
2171,Methanococcus maripaludis strain S2,267377
2172,Aleurodicus dispersus,267823
2173,Agoseris x elata,268001
2174,Bovine viral diarrhea virus 1-CP7,268305
2175,Mylabris,268452
2176,Perovskia atriplicifolia,268885
2177,Salvia amarissima,268887
2178,Salvia chamaedryoides,268898
2179,Salvia microphylla,268916
2180,Salvia polystachya,268922
2181,Hypericum forrestii,268992
2182,Hypericum lissophloeus,269003
2183,Hypericum prolificum,269015
2184,Synechococcus elongatus PCC 6301,269084
2185,Bipolaris gigantea,2695822
2186,Taiwanofungus camphoratus,2696576
2187,Preussia africana,269684
2188,Preussia similis,269685
2189,Preussia minimoides,269686
2190,Severe acute respiratory syndrome coronavirus 2,2697049
2191,Cotinus coggygria,269719
2192,Aphelenchoides besseyi,269767
2193,Sar,2698737
2194,Gardnerella vaginalis,2702
2195,Fomitopsis officinalis,270279
2196,Citrus,2706
2197,lemon,2708
2198,Thermus aquaticus,271
2199,Uga,2710078
2200,Olympus,2710706
2201,Valencia orange,2711
2202,northern armyworm,271217
2203,Aquifex,2713
2204,Cerastium arvense,271558
2205,Cratoxylum cochinchinense,271749
2206,Burkholderia thailandensis str. E264,271848
2207,Palicourea condensata,272141
2208,Marietta,272370
2209,Ixa,2724163
2210,Pterocella,2724379
2211,Emma,2724385
2212,Eretmocerus eremicus,272444
2213,Boletinus asiaticus,2725002
2214,Burkholderia pseudomallei K96243,272560
2215,Chlamydia trachomatis D/UW-3/CX,272561
2216,Clostridium difficile str. 630,272563
2217,Lactococcus lactis subsp. lactis str. Il1403,272623
2218,Bias,272805
2219,Saccharomyces pastorianus,27292
2220,Schwanniomyces occidentalis,27300
2221,Sulfolobus solfataricus strain P2,273057
2222,Ureaplasma parvum serovar 3 str. ATCC 700970,273119
2223,Yersinia pseudotuberculosis IP 32953,273123
2224,Acronychia pubescens,273126
2225,Geotrichum candidum,27317
2226,Metschnikowia pulcherrima,27326
2227,Penicillium expansum,27334
2228,Verticillium albo-atrum,27335
2229,Verticillium dahliae,27337
2230,Candida orthopsilosis,273371
2231,Candida metapsilosis,273372
2232,Sordaria fimicola,27338
2233,Symbiobacterium thermophilum,2734
2234,Puccinia coronata,27344
2235,Puccinia recondita,27348
2236,Eunicea pinta,2734872
2237,Colletotrichum acutatum,27357
2238,Colletotrichum coccodes,27358
2239,Colletotrichum fragariae,27359
2240,Protea nitida,273598
2241,Lithoplocamia,2737420
2242,Lithoplocamia lithistoides,2737421
2243,Aegla ligulata,273813
2244,Melasma,2738362
2245,Thermus thermophilus,274
2246,Peptococcus,2740
2247,Camera,274080
2248,Peptococcus niger,2741
2249,Nierembergia aristata,274371
2250,Chrysomelidae,27439
2251,oriental fruit fly,27457
2252,Tama,2747183
2253,Fusarium vanettenii,2747968
2254,Carnibacterium divergens,2748
2255,Aphididae,27482
2256,Cornu,2749756
2257,Cornu,2749757
2258,Carnibacterium mobile,2750
2259,Leptothorax,27501
2260,Carnobacterium maltaromaticum,2751
2261,Carnobacterium funditum,2752
2262,Irciniidae,275430
2263,Ircinia,275431
2264,Helicoverpa punctigera,27545
2265,Brochothrix thermosphacta,2756
2266,Brochothrix campestris,2757
2267,eukaryotes,2759
2268,Torpedo nobiliana,27590
2269,Erylus trisphaerus,2760685
2270,Lens,2762336
2271,Ardisia japonica,276775
2272,Daphniphyllum macropodum,276776
2273,Callicarpa,2768729
2274,Melanogaster,2771363
2275,Stagonospora cirsii,2772424
2276,Terminator,2776085
2277,Terrazoanthus,2777043
2278,dab,27771
2279,rhinovirus A1B,2777147
2280,Bacteroides sp.,2778071
2281,Human coronavirus NL63,277944
2282,Amaranthus tuberculatus,277990
2283,Pterocella vesiculosa,2780185
2284,Kazachstania pintolopesii,278025
2285,Loktanella hongkongensis,278132
2286,Cooperia,27827
2287,Cooperia oncophora,27828
2288,Nippostrongylus,27834
2289,Nippostrongylus brasiliensis,27835
2290,Hydnellum cyrneum,2784340
2291,Botryotinia globosa,278942
2292,Antrodia cinnamomea,279009
2293,Bacillus licheniformis DSM 13 = ATCC 14580,279010
2294,Trichophyton tonsurans var. sulfureum,279139
2295,Botrytis allii,279185
2296,Porphyridium aerugineum,2792
2297,Lobata,27921
2298,Calcarea,27929
2299,Tylopilus balloui,279503
2300,Maniola tithonus,2795565
2301,Agelas nakamurai,279581
2302,Axinyssa ambrosia,279583
2303,Stylissa carteri,279588
2304,Stylissa massa,279589
2305,Topsentia,279594
2306,Lamellodysidea herbacea,279619
2307,Lamellodysidea chlorea,279620
2308,Lendenfeldia,279622
2309,Phyllospongia,279624
2310,Phyllospongia papyracea,279625
2311,Hyrtios,279627
2312,Hyrtios erectus,279628
2313,Aconitum heterophyllum,279769
2314,Sea,2798467
2315,Perkinsus,28000
2316,Hypsiboas pulchellus,280005
2317,Perkinsus sp.,28001
2318,Eleocharis acicularis,280053
2319,Eleocharis kuroguwai,280063
2320,Schoenoplectiella juncoides,280076
2321,Nocardiopsis gilva,280236
2322,Bifidobacterium animalis,28025
2323,Bifidobacterium pseudocatenulatum,28026
2324,Serrata,2802918
2325,Staphylococcus lugdunensis,28035
2326,Streptococcus mitis,28037
2327,Lactobacillus leichmannii,28039
2328,Philanthus triangulum,280486
2329,Lyngbya,28073
2330,Calophyllum brasiliense,280748
2331,Metacordyceps chlamydosporia,280754
2332,Bordetella sp.,28081
2333,Acinetobacter lwoffii,28090
2334,Burkholderia caryophylli,28094
2335,Burkholderia gladioli,28095
2336,Higginsia,281039
2337,Ircinia ramosa,281041
2338,Pseudoalteromonas espejiana,28107
2339,Francisella philomiragia,28110
2340,Bacteroides eggerthii,28111
2341,Tannerella forsythia,28112
2342,Bacteroides heparinolyticus,28113
2343,Porphyromonas levii,28114
